bias,positive,negative,sentiment
1,957,432,1.0
1,2984,11,1.0
1,3598,187,1.0
1,2994,16,1.0
1,536,1,1.0
1,3485,560,1.0
1,2988,11,1.0
1,9219,163,1.0
1,4073,743,1.0
1,2986,2,1.0
1,4381,706,1.0
1,3076,77,1.0
1,3794,718,1.0
1,595,82,1.0
1,3028,25,1.0
1,902,207,1.0
1,3347,358,1.0
1,3943,445,1.0
1,1454,527,1.0
1,3018,25,1.0
1,3656,293,1.0
1,3828,377,1.0
1,7051,885,1.0
1,672,65,1.0
1,1090,507,1.0
1,3260,33,1.0
1,2984,48,1.0
1,4073,743,1.0
1,3532,105,1.0
1,2982,9,1.0
1,740,50,1.0
1,2994,43,1.0
1,3237,126,1.0
1,3085,133,1.0
1,553,0,1.0
1,3284,280,1.0
1,1044,363,1.0
1,3139,95,1.0
1,3089,116,1.0
1,3148,194,1.0
1,3735,256,1.0
1,3214,387,1.0
1,1045,94,1.0
1,4073,743,1.0
1,3413,429,1.0
1,3129,116,1.0
1,605,38,1.0
1,3089,171,1.0
1,555,0,1.0
1,891,132,1.0
1,3057,255,1.0
1,3066,125,1.0
1,3000,56,1.0
1,856,454,1.0
1,4337,891,1.0
1,3390,344,1.0
1,3331,343,1.0
1,2986,2,1.0
1,850,269,1.0
1,976,590,1.0
1,3033,164,1.0
1,3091,41,1.0
1,3139,216,1.0
1,2984,48,1.0
1,536,4,1.0
1,1187,410,1.0
1,3140,179,1.0
1,3943,445,1.0
1,2964,3,1.0
1,3467,387,1.0
1,3102,119,1.0
1,3608,318,1.0
1,2976,7,1.0
1,3728,551,1.0
1,3720,142,1.0
1,4073,743,1.0
1,3039,135,1.0
1,3712,293,1.0
1,3482,96,1.0
1,3073,47,1.0
1,3626,156,1.0
1,1634,437,1.0
1,3065,155,1.0
1,3110,118,1.0
1,3068,91,1.0
1,3079,264,1.0
1,3246,305,1.0
1,3171,403,1.0
1,2986,2,1.0
1,3226,353,1.0
1,1097,104,1.0
1,2995,7,1.0
1,3383,270,1.0
1,702,146,1.0
1,949,189,1.0
1,574,4,1.0
1,1212,154,1.0
1,1316,570,1.0
1,3253,234,1.0
1,180,89,1.0
1,3483,97,1.0
1,1323,564,1.0
1,2967,8,1.0
1,6400,402,1.0
1,3228,315,1.0
1,1144,225,1.0
1,2974,6,1.0
1,3047,167,1.0
1,3260,265,1.0
1,3323,145,1.0
1,4175,418,1.0
1,3091,212,1.0
1,557,37,1.0
1,526,0,1.0
1,3460,452,1.0
1,3370,289,1.0
1,2961,3,1.0
1,2993,37,1.0
1,1424,152,1.0
1,3008,28,1.0
1,2986,2,1.0
1,4073,743,1.0
1,3841,499,1.0
1,3349,252,1.0
1,3751,603,1.0
1,3000,20,1.0
1,2965,3,1.0
1,3208,252,1.0
1,3027,122,1.0
1,2961,2,1.0
1,3303,420,1.0
1,3943,445,1.0
1,3192,110,1.0
1,3482,96,1.0
1,819,392,1.0
1,997,317,1.0
1,701,122,1.0
1,3214,239,1.0
1,3133,297,1.0
1,3625,447,1.0
1,3401,226,1.0
1,267,156,1.0
1,4209,701,1.0
1,3296,130,1.0
1,6208,151,1.0
1,3139,146,1.0
1,3542,155,1.0
1,4073,743,1.0
1,3052,52,1.0
1,2961,2,1.0
1,3042,25,1.0
1,2989,6,1.0
1,3740,321,1.0
1,3045,21,1.0
1,3404,565,1.0
1,2974,23,1.0
1,2979,21,1.0
1,20874,114,1.0
1,4172,528,1.0
1,2986,2,1.0
1,3943,445,1.0
1,3763,714,1.0
1,3598,568,1.0
1,3844,559,1.0
1,3159,41,1.0
1,790,376,1.0
1,9069,197,1.0
1,3541,549,1.0
1,724,133,1.0
1,4073,743,1.0
1,825,327,1.0
1,2995,6,1.0
1,3072,50,1.0
1,165,92,1.0
1,3028,24,1.0
1,3418,218,1.0
1,3755,128,1.0
1,2965,5,1.0
1,3015,7,1.0
1,3230,168,1.0
1,3005,38,1.0
1,2983,18,1.0
1,2962,4,1.0
1,6114,44,1.0
1,590,48,1.0
1,3160,80,1.0
1,3206,118,1.0
1,3280,409,1.0
1,1106,106,1.0
1,3200,285,1.0
1,3147,184,1.0
1,4073,743,1.0
1,3451,242,1.0
1,2975,21,1.0
1,1316,168,1.0
1,2986,2,1.0
1,147,35,1.0
1,148,34,1.0
1,3482,96,1.0
1,1211,200,1.0
1,3209,537,1.0
1,3061,18,1.0
1,1136,112,1.0
1,2991,31,1.0
1,668,95,1.0
1,1126,113,1.0
1,591,14,1.0
1,1074,94,1.0
1,720,146,1.0
1,2971,9,1.0
1,3532,105,1.0
1,664,266,1.0
1,3387,356,1.0
1,2997,36,1.0
1,638,37,1.0
1,3882,456,1.0
1,3124,129,1.0
1,3633,831,1.0
1,3095,96,1.0
1,4073,743,1.0
1,3057,46,1.0
1,3541,141,1.0
1,3701,395,1.0
1,2989,24,1.0
1,3196,156,1.0
1,2962,2,1.0
1,3862,374,1.0
1,3225,189,1.0
1,575,36,1.0
1,3616,653,1.0
1,112,5,1.0
1,3124,204,1.0
1,3306,142,1.0
1,3649,233,1.0
1,2986,2,1.0
1,3484,96,1.0
1,3510,98,1.0
1,3553,106,1.0
1,3143,279,1.0
1,1027,295,1.0
1,3024,62,1.0
1,628,98,1.0
1,3341,392,1.0
1,3284,339,1.0
1,4209,701,1.0
1,4073,743,1.0
1,2965,6,1.0
1,3168,194,1.0
1,1067,548,1.0
1,2962,3,1.0
1,710,189,1.0
1,3035,38,1.0
1,3433,425,1.0
1,897,437,1.0
1,3329,149,1.0
1,3986,690,1.0
1,711,200,1.0
1,3622,408,1.0
1,3525,480,1.0
1,3237,147,1.0
1,4381,706,1.0
1,3752,402,1.0
1,3836,463,1.0
1,3654,453,1.0
1,3260,230,1.0
1,992,346,1.0
1,3687,189,1.0
1,3565,58,1.0
1,3047,67,1.0
1,6347,257,1.0
1,3071,81,1.0
1,4073,743,1.0
1,3905,250,1.0
1,3081,144,1.0
1,117,18,1.0
1,3476,878,1.0
1,1145,136,1.0
1,782,283,1.0
1,3021,39,1.0
1,3117,164,1.0
1,9037,70,1.0
1,3822,377,1.0
1,3236,203,1.0
1,630,17,1.0
1,3172,115,1.0
1,744,214,1.0
1,3227,143,1.0
1,3324,419,1.0
1,798,368,1.0
1,3343,326,1.0
1,4209,701,1.0
1,976,383,1.0
1,3738,406,1.0
1,2986,2,1.0
1,723,321,1.0
1,3451,293,1.0
1,4073,743,1.0
1,3069,172,1.0
1,818,372,1.0
1,3040,118,1.0
1,798,121,1.0
1,612,33,1.0
1,745,173,1.0
1,3088,39,1.0
1,3621,188,1.0
1,564,10,1.0
1,3228,126,1.0
1,617,147,1.0
1,3118,40,1.0
1,3943,445,1.0
1,3050,73,1.0
1,4073,743,1.0
1,2986,2,1.0
1,6110,118,1.0
1,639,272,1.0
1,751,248,1.0
1,526,2,1.0
1,3514,110,1.0
1,3189,354,1.0
1,3063,131,1.0
1,3171,170,1.0
1,3701,813,1.0
1,3046,57,1.0
1,3176,36,1.0
1,4154,368,1.0
1,3435,495,1.0
1,14906,288,1.0
1,559,15,1.0
1,108,0,1.0
1,3482,96,1.0
1,3219,108,1.0
1,3024,41,1.0
1,2963,2,1.0
1,3683,359,1.0
1,796,152,1.0
1,530,0,1.0
1,2960,2,1.0
1,2960,2,1.0
1,3160,195,1.0
1,3455,491,1.0
1,3120,191,1.0
1,3004,66,1.0
1,687,163,1.0
1,3013,35,1.0
1,3605,164,1.0
1,105,0,1.0
1,3717,462,1.0
1,4073,743,1.0
1,992,240,1.0
1,3136,275,1.0
1,3516,830,1.0
1,3497,350,1.0
1,1442,797,1.0
1,812,175,1.0
1,3482,96,1.0
1,2986,2,1.0
1,3204,225,1.0
1,3695,313,1.0
1,1045,94,1.0
1,3769,442,1.0
1,3311,310,1.0
1,3595,216,1.0
1,932,304,1.0
1,4293,815,1.0
1,3014,73,1.0
1,4785,698,1.0
1,3222,32,1.0
1,2985,56,1.0
1,3139,302,1.0
1,4209,701,1.0
1,3228,153,1.0
1,4244,1308,1.0
1,337,286,1.0
1,1568,94,1.0
1,3153,90,1.0
1,2981,42,1.0
1,3044,160,1.0
1,3304,358,1.0
1,3377,167,1.0
1,2963,4,1.0
1,3063,133,1.0
1,3072,259,1.0
1,3321,541,1.0
1,3057,39,1.0
1,729,186,1.0
1,672,241,1.0
1,570,17,1.0
1,808,224,1.0
1,1264,122,1.0
1,982,516,1.0
1,570,17,1.0
1,3399,403,1.0
1,3431,318,1.0
1,111,3,1.0
1,890,284,1.0
1,947,208,1.0
1,733,111,1.0
1,4331,1021,1.0
1,1352,303,1.0
1,3485,96,1.0
1,3169,237,1.0
1,8906,23,1.0
1,3167,159,1.0
1,2960,2,1.0
1,3755,151,1.0
1,3033,28,1.0
1,2961,2,1.0
1,587,5,1.0
1,2970,2,1.0
1,2995,19,1.0
1,654,143,1.0
1,3540,296,1.0
1,593,75,1.0
1,4209,701,1.0
1,2961,2,1.0
1,6870,405,1.0
1,220,222,1.0
1,3059,115,1.0
1,3558,150,1.0
1,703,91,1.0
1,3043,46,1.0
1,477,293,1.0
1,3280,215,1.0
1,3268,289,1.0
1,1315,747,1.0
1,3080,403,1.0
1,2979,3,1.0
1,1123,642,1.0
1,3063,129,1.0
1,3549,517,1.0
1,920,118,1.0
1,4180,526,1.0
1,4785,698,1.0
1,3091,235,1.0
1,3199,128,1.0
1,1441,172,1.0
1,3494,210,1.0
1,3028,25,1.0
1,3445,227,1.0
1,889,187,1.0
1,3005,27,1.0
1,3467,195,1.0
1,329,290,1.0
1,5929,30,1.0
1,3532,105,1.0
1,3036,46,1.0
1,3118,192,1.0
1,1334,347,1.0
1,3314,272,1.0
1,3128,138,1.0
1,133,21,1.0
1,3178,91,1.0
1,3450,396,1.0
1,3243,283,1.0
1,3532,131,1.0
1,583,91,1.0
1,1036,402,1.0
1,524,0,1.0
1,4209,701,1.0
1,2973,15,1.0
1,3583,578,1.0
1,3487,255,1.0
1,2973,19,1.0
1,3357,327,1.0
1,3358,303,1.0
1,2961,3,1.0
1,826,243,1.0
1,3103,235,1.0
1,3294,292,1.0
1,2982,18,1.0
1,6107,64,1.0
1,3364,155,1.0
1,4189,472,1.0
1,3096,51,1.0
1,3482,96,1.0
1,3358,276,1.0
1,735,313,1.0
1,3009,14,1.0
1,3068,136,1.0
1,1302,221,1.0
1,686,74,1.0
1,3342,339,1.0
1,3313,239,1.0
1,3490,98,1.0
1,3349,339,1.0
1,865,320,1.0
1,755,173,1.0
1,680,178,1.0
1,3538,731,1.0
1,2984,29,1.0
1,2998,14,1.0
1,3149,138,1.0
1,2987,24,1.0
1,3547,118,1.0
1,3108,71,1.0
1,811,106,1.0
1,869,446,1.0
1,543,2,1.0
1,3528,792,1.0
1,3592,672,1.0
1,2998,14,1.0
1,3647,371,1.0
1,3195,81,1.0
1,3040,121,1.0
1,3206,158,1.0
1,4785,698,1.0
1,693,683,1.0
1,3334,545,1.0
1,3137,207,1.0
1,3546,140,1.0
1,3029,25,1.0
1,554,13,1.0
1,3113,131,1.0
1,842,315,1.0
1,3060,72,1.0
1,3057,255,1.0
1,1454,881,1.0
1,6409,336,1.0
1,755,197,1.0
1,2998,14,1.0
1,546,19,1.0
1,3202,143,1.0
1,3438,298,1.0
1,557,22,1.0
1,3334,334,1.0
1,3333,472,1.0
1,4381,706,1.0
1,789,293,1.0
1,1064,97,1.0
1,3162,74,1.0
1,3158,168,1.0
1,2999,14,1.0
1,3135,143,1.0
1,575,17,1.0
1,3358,323,1.0
1,3432,383,1.0
1,909,334,1.0
1,3023,55,1.0
1,3303,375,1.0
1,617,93,1.0
1,3075,83,1.0
1,3039,48,1.0
1,3189,78,1.0
1,3330,323,1.0
1,4558,610,1.0
1,3346,390,1.0
1,732,231,1.0
1,3847,424,1.0
1,3088,174,1.0
1,199,118,1.0
1,3147,191,1.0
1,3715,298,1.0
1,1097,104,1.0
1,933,157,1.0
1,889,128,1.0
1,112,6,1.0
1,3127,194,1.0
1,3501,546,1.0
1,3249,453,1.0
1,600,53,1.0
1,3106,111,1.0
1,894,478,1.0
1,3969,401,1.0
1,3678,482,1.0
1,524,0,1.0
1,772,256,1.0
1,4376,588,1.0
1,115,9,1.0
1,2961,2,1.0
1,3141,157,1.0
1,572,44,1.0
1,3000,107,1.0
1,1278,459,1.0
1,673,87,1.0
1,3050,123,1.0
1,1628,135,1.0
1,1169,309,1.0
1,4785,698,1.0
1,6337,269,1.0
1,2961,2,1.0
1,564,36,1.0
1,3080,60,1.0
1,3694,207,1.0
1,1,0,1.0
1,3002,29,1.0
1,3137,27,1.0
1,3098,63,1.0
1,3202,150,1.0
1,3602,641,1.0
1,3214,368,1.0
1,3921,460,1.0
1,3625,447,1.0
1,2969,4,1.0
1,2988,15,1.0
1,752,39,1.0
1,1716,1407,1.0
1,3170,174,1.0
1,557,56,1.0
1,634,553,1.0
1,1621,20,1.0
1,3842,278,1.0
1,3114,30,1.0
1,3077,84,1.0
1,749,188,1.0
1,3208,283,1.0
1,621,23,1.0
1,3244,314,1.0
1,2980,9,1.0
1,3557,417,1.0
1,811,236,1.0
1,3482,96,1.0
1,3475,207,1.0
1,3096,241,1.0
1,639,41,1.0
1,2981,7,1.0
1,3414,517,1.0
1,3359,349,1.0
1,3293,219,1.0
1,836,140,1.0
1,1211,105,1.0
1,3299,131,1.0
1,2961,2,1.0
1,3032,10,1.0
1,2983,11,1.0
1,147,28,1.0
1,2974,13,1.0
1,2967,4,1.0
1,524,0,1.0
1,3201,253,1.0
1,3001,36,1.0
1,659,100,1.0
1,3185,168,1.0
1,2962,5,1.0
1,2991,7,1.0
1,266,108,1.0
1,3625,447,1.0
1,3078,70,1.0
1,3100,185,1.0
1,785,248,1.0
1,2129,464,1.0
1,3014,7,1.0
1,3867,342,1.0
1,539,2,1.0
1,105,0,1.0
1,3114,21,1.0
1,1266,369,1.0
1,1412,304,1.0
1,3010,58,1.0
1,4785,698,1.0
1,3095,17,1.0
1,3041,43,1.0
1,3551,667,1.0
1,2993,17,1.0
1,678,159,1.0
1,3299,182,1.0
1,3848,426,1.0
1,364,195,1.0
1,3226,344,1.0
1,3147,184,1.0
1,2990,46,1.0
1,3132,94,1.0
1,3089,102,1.0
1,3046,48,1.0
1,609,41,1.0
1,315,204,1.0
1,866,384,1.0
1,995,455,1.0
1,3598,203,1.0
1,3595,221,1.0
1,3943,445,1.0
1,524,0,1.0
1,3943,445,1.0
1,3443,451,1.0
1,1652,443,1.0
1,3375,286,1.0
1,3588,227,1.0
1,788,275,1.0
1,3673,770,1.0
1,3119,176,1.0
1,3625,447,1.0
1,3830,800,1.0
1,3143,263,1.0
1,3026,119,1.0
1,3103,73,1.0
1,1107,149,1.0
1,561,30,1.0
1,3326,279,1.0
1,3049,107,1.0
1,2979,10,1.0
1,3592,509,1.0
1,3328,127,1.0
1,544,23,1.0
1,691,162,1.0
1,3056,82,1.0
1,3281,255,1.0
1,677,122,1.0
1,3507,364,1.0
1,3982,328,1.0
1,576,9,1.0
1,925,195,1.0
1,561,95,1.0
1,2963,2,1.0
1,628,52,1.0
1,4785,698,1.0
1,647,92,1.0
1,388,427,1.0
1,3274,537,1.0
1,2967,2,1.0
1,2963,4,1.0
1,581,4,1.0
1,552,4,1.0
1,4141,913,1.0
1,3391,184,1.0
1,3400,223,1.0
1,3028,63,1.0
1,3019,54,1.0
1,3997,408,1.0
1,3206,299,1.0
1,2984,11,1.0
1,711,511,1.0
1,3342,381,1.0
1,3520,134,1.0
1,3482,96,1.0
1,3315,136,1.0
1,3828,377,1.0
1,3253,286,1.0
1,3014,7,1.0
1,608,95,1.0
1,3149,81,1.0
1,3482,96,1.0
1,7265,509,1.0
1,4059,263,1.0
1,3494,272,1.0
1,3009,17,1.0
1,425,282,1.0
1,3519,125,1.0
1,2982,14,1.0
1,6507,817,1.0
1,1536,376,1.0
1,3151,144,1.0
1,3622,145,1.0
1,4006,440,1.0
1,3009,10,1.0
1,3228,216,1.0
1,4215,791,1.0
1,203,309,1.0
1,552,0,1.0
1,4381,706,1.0
1,629,133,1.0
1,3168,106,1.0
1,3103,167,1.0
1,3229,315,1.0
1,3253,306,1.0
1,590,13,1.0
1,3240,258,1.0
1,589,382,1.0
1,2977,8,1.0
1,3075,51,1.0
1,524,0,1.0
1,3520,101,1.0
1,1072,561,1.0
1,3425,308,1.0
1,2961,2,1.0
1,4785,698,1.0
1,3356,193,1.0
1,3483,96,1.0
1,3008,53,1.0
1,2970,3,1.0
1,3927,362,1.0
1,3532,201,1.0
1,605,21,1.0
1,619,654,1.0
1,3248,253,1.0
1,939,246,1.0
1,1121,71,1.0
1,3008,12,1.0
1,1049,411,1.0
1,3320,316,1.0
1,3080,82,1.0
1,3045,87,1.0
1,3355,86,1.0
1,938,616,1.0
1,3165,153,1.0
1,3935,434,1.0
1,3022,9,1.0
1,3354,245,1.0
1,3080,40,1.0
1,2967,2,1.0
1,2962,3,1.0
1,3208,301,1.0
1,3096,142,1.0
1,2960,2,1.0
1,3195,193,1.0
1,4122,369,1.0
1,3521,101,1.0
1,4095,390,1.0
1,3113,95,1.0
1,1084,370,1.0
1,769,162,1.0
1,3413,328,1.0
1,6658,432,1.0
1,3715,642,1.0
1,2974,6,1.0
1,1095,663,1.0
1,685,111,1.0
1,872,369,1.0
1,2981,8,1.0
1,3772,378,1.0
1,279,79,1.0
1,3121,127,1.0
1,3090,60,1.0
1,3074,206,1.0
1,3765,896,1.0
1,3152,305,1.0
1,3245,172,1.0
1,2995,21,1.0
1,696,96,1.0
1,891,240,1.0
1,4785,698,1.0
1,3255,390,1.0
1,3081,19,1.0
1,3249,307,1.0
1,3482,96,1.0
1,4206,352,1.0
1,3330,297,1.0
1,3053,78,1.0
1,785,303,1.0
1,2975,18,1.0
1,3057,255,1.0
1,3356,475,1.0
1,208,128,1.0
1,548,24,1.0
1,3482,96,1.0
1,3782,412,1.0
1,3277,192,1.0
1,3516,131,1.0
1,3540,143,1.0
1,2961,5,1.0
1,622,76,1.0
1,746,199,1.0
1,1087,102,1.0
1,3063,73,1.0
1,3565,184,1.0
1,3289,624,1.0
1,562,1,1.0
1,3152,258,1.0
1,927,408,1.0
1,3478,368,1.0
1,2995,25,1.0
1,4472,476,1.0
1,567,11,1.0
1,3608,223,1.0
1,3011,10,1.0
1,2993,37,1.0
1,3015,21,1.0
1,2992,7,1.0
1,3002,22,1.0
1,3579,653,1.0
1,2972,16,1.0
1,3019,7,1.0
1,14,3682,1.0
1,3058,44,1.0
1,582,43,1.0
1,3152,261,1.0
1,3000,20,1.0
1,594,52,1.0
1,2998,37,1.0
1,4785,698,1.0
1,3496,348,1.0
1,3106,101,1.0
1,1045,94,1.0
1,3495,110,1.0
1,3922,443,1.0
1,596,80,1.0
1,3243,204,1.0
1,3178,64,1.0
1,584,25,1.0
1,4518,731,1.0
1,3138,203,1.0
1,620,139,1.0
1,566,10,1.0
1,3074,57,1.0
1,3283,192,1.0
1,3147,184,1.0
1,3359,355,1.0
1,3492,545,1.0
1,772,296,1.0
1,817,306,1.0
1,686,18,1.0
1,3264,245,1.0
1,3043,103,1.0
1,3106,85,1.0
1,2981,35,1.0
1,3296,130,1.0
1,3587,627,1.0
1,3655,644,1.0
1,3931,373,1.0
1,4108,891,1.0
1,612,50,1.0
1,3303,416,1.0
1,2998,28,1.0
1,3770,399,1.0
1,3040,11,1.0
1,623,17,1.0
1,3264,245,1.0
1,974,514,1.0
1,3092,168,1.0
1,3068,108,1.0
1,958,584,1.0
1,3991,1062,1.0
1,3084,129,1.0
1,3014,7,1.0
1,592,33,1.0
1,556,19,1.0
1,3697,130,1.0
1,3601,294,1.0
1,3356,206,1.0
1,3822,799,1.0
1,1097,104,1.0
1,732,153,1.0
1,3482,96,1.0
1,903,214,1.0
1,526,0,1.0
1,565,27,1.0
1,4607,1241,1.0
1,3157,328,1.0
1,3383,385,1.0
1,1067,122,1.0
1,3111,21,1.0
1,123,46,1.0
1,3181,229,1.0
1,3070,77,1.0
1,3001,20,1.0
1,3162,180,1.0
1,3072,261,1.0
1,4785,698,1.0
1,3314,154,1.0
1,3097,72,1.0
1,203,309,1.0
1,851,140,1.0
1,3098,64,1.0
1,3492,366,1.0
1,3333,308,1.0
1,807,134,1.0
1,1019,497,1.0
1,3055,172,1.0
1,570,45,1.0
1,891,521,1.0
1,2990,35,1.0
1,3483,96,1.0
1,812,344,1.0
1,3343,233,1.0
1,1077,96,1.0
1,3857,900,1.0
1,1077,647,1.0
1,3232,207,1.0
1,5922,12,1.0
1,3057,78,1.0
1,3751,305,1.0
1,3489,98,1.0
1,3730,229,1.0
1,3943,445,1.0
1,3007,43,1.0
1,3225,296,1.0
1,4025,451,1.0
1,3663,162,1.0
1,3055,134,1.0
1,3249,304,1.0
1,744,244,1.0
1,231,235,1.0
1,725,168,1.0
1,3039,73,1.0
1,3260,276,1.0
1,4068,672,1.0
1,3382,457,1.0
1,3109,129,1.0
1,594,104,1.0
1,2991,7,1.0
1,3118,164,1.0
1,4186,495,1.0
1,952,144,1.0
1,3064,53,1.0
1,3469,96,1.0
1,3625,447,1.0
1,3217,302,1.0
1,2983,9,1.0
1,3001,46,1.0
1,3228,454,1.0
1,3737,74,1.0
1,531,14,1.0
1,1081,100,1.0
1,618,101,1.0
1,1208,447,1.0
1,3387,139,1.0
1,2986,37,1.0
1,2980,28,1.0
1,4785,698,1.0
1,3457,241,1.0
1,3614,211,1.0
1,3605,499,1.0
1,3273,447,1.0
1,178,86,1.0
1,3365,202,1.0
1,3133,47,1.0
1,2965,2,1.0
1,624,29,1.0
1,3242,278,1.0
1,3071,77,1.0
1,3059,54,1.0
1,2963,3,1.0
1,3490,620,1.0
1,3511,106,1.0
1,688,22,1.0
1,3344,153,1.0
1,1439,280,1.0
1,3384,264,1.0
1,3263,140,1.0
1,3491,446,1.0
1,575,17,1.0
1,3317,145,1.0
1,3028,38,1.0
1,785,171,1.0
1,611,89,1.0
1,565,4,1.0
1,546,24,1.0
1,3098,107,1.0
1,3423,569,1.0
1,3129,95,1.0
1,2961,2,1.0
1,689,70,1.0
1,3503,431,1.0
1,4381,706,1.0
1,2962,2,1.0
1,3943,665,1.0
1,4082,855,1.0
1,4122,369,1.0
1,573,16,1.0
1,4036,247,1.0
1,2966,3,1.0
1,3514,586,1.0
1,3838,251,1.0
1,3506,283,1.0
1,3630,261,1.0
1,3943,445,1.0
1,3208,232,1.0
1,3486,103,1.0
1,3468,401,1.0
1,583,20,1.0
1,3136,93,1.0
1,3413,400,1.0
1,3482,96,1.0
1,691,109,1.0
1,2962,11,1.0
1,3045,120,1.0
1,3484,380,1.0
1,3229,197,1.0
1,38,34,1.0
1,4785,698,1.0
1,2978,3,1.0
1,3486,96,1.0
1,774,263,1.0
1,6039,52,1.0
1,3483,96,1.0
1,3144,178,1.0
1,3180,110,1.0
1,106,0,1.0
1,3380,422,1.0
1,3058,78,1.0
1,553,0,1.0
1,3022,60,1.0
1,590,48,1.0
1,3108,121,1.0
1,129,12,1.0
1,3000,20,1.0
1,712,148,1.0
1,3111,149,1.0
1,3277,407,1.0
1,3492,395,1.0
1,3314,168,1.0
1,3694,251,1.0
1,3282,394,1.0
1,2981,3,1.0
1,3543,115,1.0
1,3062,79,1.0
1,1196,116,1.0
1,3296,178,1.0
1,3037,149,1.0
1,3018,44,1.0
1,3019,8,1.0
1,3095,191,1.0
1,2980,4,1.0
1,3199,158,1.0
1,326,324,1.0
1,4247,617,1.0
1,572,26,1.0
1,3000,20,1.0
1,3014,26,1.0
1,3927,362,1.0
1,993,468,1.0
1,3521,101,1.0
1,3118,295,1.0
1,3211,249,1.0
1,4074,447,1.0
1,3147,116,1.0
1,3382,418,1.0
1,3097,148,1.0
1,2964,5,1.0
1,3056,112,1.0
1,2999,43,1.0
1,4785,698,1.0
1,5935,27,1.0
1,5935,25,1.0
1,3171,183,1.0
1,6053,149,1.0
1,150,20,1.0
1,3150,129,1.0
1,3593,222,1.0
1,558,24,1.0
1,3921,460,1.0
1,3302,226,1.0
1,933,424,1.0
1,3006,32,1.0
1,3224,137,1.0
1,795,112,1.0
1,3346,208,1.0
1,626,113,1.0
1,3172,229,1.0
1,2038,730,1.0
1,3702,1009,1.0
1,3100,80,1.0
1,1544,259,1.0
1,3043,90,1.0
1,3476,317,1.0
1,828,162,1.0
1,3645,323,1.0
1,645,55,1.0
1,3200,235,1.0
1,3163,195,1.0
1,3296,330,1.0
1,783,339,1.0
1,649,82,1.0
1,3080,108,1.0
1,636,41,1.0
1,935,198,1.0
1,2961,2,1.0
1,3222,187,1.0
1,8918,53,1.0
1,3064,77,1.0
1,3903,442,1.0
1,3632,274,1.0
1,3199,51,1.0
1,828,58,1.0
1,3579,614,1.0
1,912,298,1.0
1,3943,445,1.0
1,3335,221,1.0
1,3189,212,1.0
1,3086,40,1.0
1,3367,440,1.0
1,3014,7,1.0
1,3621,188,1.0
1,106,0,1.0
1,4785,698,1.0
1,4178,954,1.0
1,798,172,1.0
1,3081,90,1.0
1,3063,202,1.0
1,811,106,1.0
1,3616,219,1.0
1,3534,136,1.0
1,2961,2,1.0
1,3187,249,1.0
1,3054,20,1.0
1,2978,3,1.0
1,3103,268,1.0
1,3494,433,1.0
1,568,24,1.0
1,3197,51,1.0
1,591,60,1.0
1,586,41,1.0
1,3666,295,1.0
1,3773,635,1.0
1,1129,502,1.0
1,3080,60,1.0
1,569,4,1.0
1,3111,19,1.0
1,765,240,1.0
1,3178,245,1.0
1,3788,717,1.0
1,3298,404,1.0
1,3210,163,1.0
1,535,9,1.0
1,3014,7,1.0
1,3484,100,1.0
1,4195,783,1.0
1,3205,173,1.0
1,752,39,1.0
1,538,18,1.0
1,2998,256,1.0
1,3555,465,1.0
1,525,0,1.0
1,3045,63,1.0
1,3315,308,1.0
1,3338,389,1.0
1,3191,49,1.0
1,3057,93,1.0
1,2993,32,1.0
1,978,408,1.0
1,3014,7,1.0
1,3122,288,1.0
1,3065,64,1.0
1,2990,47,1.0
1,564,2,1.0
1,1242,791,1.0
1,2961,2,1.0
1,3785,119,1.0
1,526,0,1.0
1,2981,19,1.0
1,3828,377,1.0
1,4785,698,1.0
1,2965,6,1.0
1,1150,487,1.0
1,3206,118,1.0
1,1087,671,1.0
1,3150,185,1.0
1,3079,113,1.0
1,669,206,1.0
1,2990,21,1.0
1,635,130,1.0
1,3669,775,1.0
1,3084,145,1.0
1,3067,55,1.0
1,869,430,1.0
1,6136,38,1.0
1,1072,94,1.0
1,3184,260,1.0
1,589,30,1.0
1,541,1,1.0
1,978,336,1.0
1,2965,3,1.0
1,767,128,1.0
1,3021,9,1.0
1,2961,15,1.0
1,3319,289,1.0
1,3007,34,1.0
1,4425,628,1.0
1,3510,259,1.0
1,2977,28,1.0
1,3200,185,1.0
1,695,31,1.0
1,3275,350,1.0
1,3572,135,1.0
1,3583,128,1.0
1,3242,472,1.0
1,3510,120,1.0
1,278,225,1.0
1,634,107,1.0
1,2978,8,1.0
1,3069,74,1.0
1,3254,115,1.0
1,603,72,1.0
1,3159,131,1.0
1,3035,26,1.0
1,3014,43,1.0
1,203,309,1.0
1,3189,120,1.0
1,1155,146,1.0
1,3482,302,1.0
1,3097,113,1.0
1,594,54,1.0
1,3671,478,1.0
1,851,165,1.0
1,3316,159,1.0
1,3159,342,1.0
1,1473,720,1.0
1,727,29,1.0
1,3214,232,1.0
1,776,240,1.0
1,4607,1241,1.0
1,3052,255,1.0
1,3531,120,1.0
1,3313,261,1.0
1,3433,522,1.0
1,553,0,1.0
1,3482,96,1.0
1,3066,140,1.0
1,3296,130,1.0
1,576,10,1.0
1,1109,649,1.0
1,6462,416,1.0
1,3332,411,1.0
1,614,33,1.0
1,534,5,1.0
1,3385,620,1.0
1,3126,184,1.0
1,618,130,1.0
1,2989,6,1.0
